Date,Open,High,Low,Close
2025/09/09,245.0,250.0,235.0,240.0
2025/09/10,233.5,244.0,232.0,235.5
2025/09/11,236.0,238.0,232.5,232.5
2025/09/12,232.0,236.5,228.5,232.0
2025/09/15,235.0,235.0,230.5,232.0
2025/09/16,232.0,236.0,232.0,234.0
2025/09/17,235.0,235.0,233.0,234.5
2025/09/18,235.0,250.0,235.0,245.0
2025/09/19,250.0,256.5,246.5,253.0
2025/09/22,249.0,250.5,245.0,248.5
2025/09/23,248.5,252.0,246.5,251.0
2025/09/24,251.5,276.0,251.5,276.0
2025/09/25,283.0,283.0,270.0,276.0
2025/09/26,266.5,272.0,256.5,259.5
2025/09/30,258.0,260.5,253.5,255.5
2025/10/01,256.0,275.5,256.0,270.0
2025/10/02,269.5,270.0,255.0,258.5
2025/10/03,258.0,263.0,257.0,259.0
2025/10/07,260.0,268.0,251.0,265.0
2025/10/08,265.0,267.0,259.0,264.5
2025/10/09,268.0,274.0,259.0,274.0
2025/10/13,264.0,269.5,260.0,266.5
2025/10/14,268.0,269.5,256.0,256.0
2025/10/15,256.0,266.0,256.0,265.0
2025/10/16,262.0,274.0,262.0,266.0
2025/10/17,265.5,269.0,261.0,263.0
2025/10/20,263.5,279.5,259.0,277.5
2025/10/21,280.0,289.0,278.5,286.0
2025/10/22,286.0,296.5,280.5,293.5
2025/10/23,288.0,293.0,285.0,287.0
2025/10/27,287.0,289.0,275.0,276.5
2025/10/28,278.0,278.0,274.0,275.0
2025/10/29,278.5,285.0,276.5,283.5
2025/10/30,280.0,286.5,280.0,282.5
2025/10/31,282.5,290.0,282.5,289.0
2025/11/03,289.0,297.0,289.0,295.5
2025/11/04,293.0,298.0,278.5,282.0
2025/11/05,283.0,290.5,279.5,290.0
2025/11/06,291.0,291.0,285.0,290.5
2025/11/07,285.5,299.5,285.5,294.0
2025/11/10,294.0,294.5,280.5,294.0
2025/11/11,285.5,287.5,274.5,280.0
2025/11/12,280.0,283.5,275.0,280.5
2025/11/13,276.0,282.0,276.0,279.5
2025/11/14,280.0,288.0,280.0,280.0
2025/11/17,279.0,282.5,273.0,273.0
2025/11/18,273.0,273.0,265.0,269.5
2025/11/19,269.5,271.0,265.0,269.0
2025/11/20,270.5,272.5,270.0,272.5
2025/11/21,264.0,272.5,264.0,271.0
2025/11/24,271.0,273.0,267.0,271.0
2025/11/25,270.5,270.5,267.0,268.5
2025/11/26,267.0,275.0,266.0,272.5
2025/11/27,271.5,276.0,271.0,275.5
2025/11/28,275.0,275.0,269.5,270.0
2025/12/01,270.0,270.5,267.5,270.0
2025/12/02,271.0,271.0,268.0,268.0
2025/12/03,268.0,269.0,268.0,268.0
2025/12/04,268.5,273.0,267.0,267.0
2025/12/05,279.0,279.0,267.5,268.0
2025/12/08,268.0,268.0,263.0,263.0
2025/12/09,262.0,263.0,248.5,251.5
2025/12/10,248.0,256.0,242.5,252.0
2025/12/11,252.0,252.5,248.0,248.0
2025/12/12,248.0,250.0,245.0,246.5
2025/12/15,239.0,246.0,235.0,240.0
2025/12/16,239.0,242.0,232.0,242.0
2025/12/17,244.0,244.0,235.0,235.5
2025/12/18,236.0,240.0,233.5,235.5
2025/12/19,234.0,241.0,234.0,237.5
2025/12/22,240.0,243.0,240.0,242.5
2025/12/23,238.5,245.5,238.5,243.0
2025/12/24,242.0,242.0,238.0,238.5
2025/12/26,238.5,242.0,237.0,240.0
2025/12/29,239.0,242.5,237.0,240.0
2025/12/30,240.0,240.5,234.0,235.5
2025/12/31,235.0,236.5,232.0,236.0
2026/01/02,238.0,243.5,237.5,243.0
2026/01/05,240.5,240.5,233.5,234.5
2026/01/06,233.0,237.5,232.0,233.5
2026/01/07,234.5,241.0,232.5,235.5
2026/01/08,243.0,245.5,238.0,243.5
2026/01/09,244.0,245.0,238.5,245.0
2026/01/12,245.0,246.5,243.0,245.0
2026/01/13,250.0,266.0,250.0,256.0
2026/01/14,256.0,263.5,253.5,260.0
2026/01/15,260.0,272.5,260.0,269.5
2026/01/16,269.0,269.0,260.0,263.5
2026/01/19,269.0,271.0,263.0,267.5
2026/01/20,266.5,280.0,265.0,273.5
2026/01/21,273.5,279.0,273.5,275.0
2026/01/22,275.0,280.0,273.0,278.0
2026/01/23,275.0,279.0,274.0,275.5
2026/01/26,273.0,273.0,265.0,267.5
2026/01/27,269.0,269.0,259.0,264.5
2026/01/28,264.5,264.5,259.5,264.5
2026/01/29,264.5,264.5,256.0,257.0
2026/01/30,257.0,257.0,250.0,255.5
2026/02/02,244.5,256.5,244.5,248.5
2026/02/03,252.0,253.5,246.5,253.0
2026/02/04,254.5,254.5,245.5,245.5
2026/02/05,247.0,259.0,247.0,251.0
2026/02/06,261.0,262.0,250.0,255.0
2026/02/09,255.0,255.0,244.0,248.5
2026/02/10,244.5,249.0,242.0,242.5
2026/02/11,246.0,252.0,246.0,249.5
2026/02/23,254.0,257.0,249.5,252.0
2026/02/24,252.0,252.0,247.0,249.0
2026/02/25,246.0,249.5,242.5,249.0
2026/02/26,246.5,248.0,245.0,245.5
2026/03/02,250.0,250.0,238.0,242.5
2026/03/03,240.0,245.0,233.0,245.0
2026/03/04,236.0,236.0,228.5,233.5
2026/03/05,235.0,244.0,230.0,244.0
2026/03/06,244.0,245.0,235.0,240.0
2026/03/09,222.0,227.5,216.0,224.5
2026/03/10,226.0,230.0,218.0,218.5
2026/03/11,219.0,223.0,217.0,223.0
2026/03/12,216.5,223.5,216.5,219.0
2026/03/13,219.0,221.0,204.0,204.0
2026/03/16,202.0,215.0,202.0,209.5
2026/03/17,211.5,214.5,204.0,206.0
2026/03/18,209.0,224.0,209.0,218.5
2026/03/19,218.5,219.0,210.5,211.0
2026/03/20,211.0,211.5,206.0,206.0
2026/03/23,199.0,215.5,199.0,204.0
2026/03/24,206.0,206.0,198.0,200.5
2026/03/25,206.5,206.5,199.0,202.0
2026/03/26,200.0,201.5,199.0,200.5
2026/03/27,200.5,201.0,198.0,200.0
2026/03/30,195.0,199.5,189.5,192.0
2026/03/31,192.5,192.5,186.5,190.5
2026/04/01,198.0,198.0,191.0,192.0
2026/04/02,196.5,196.5,187.0,188.0
2026/04/07,188.5,190.5,187.5,187.5
2026/04/08,188.5,200.0,188.5,193.0
2026/04/09,194.0,205.5,193.0,204.5
2026/04/10,207.0,207.0,194.0,194.5
2026/04/13,194.0,195.0,189.0,189.5
2026/04/14,191.5,193.5,189.0,192.0
2026/04/15,192.0,197.0,191.0,192.5
2026/04/16,196.5,196.5,192.5,194.5
2026/04/20,196.0,199.0,194.0,196.0
2026/04/21,201.0,201.0,193.0,193.5
2026/04/22,196.5,196.5,192.0,195.0
2026/04/23,193.5,195.0,187.5,190.5
2026/04/24,190.0,191.0,183.0,185.0
2026/04/27,185.5,190.0,181.5,183.5
2026/04/28,189.0,189.5,184.0,189.0
2026/04/29,193.0,193.0,183.0,185.0
2026/04/30,185.0,190.0,184.0,186.5
2026/05/04,185.0,188.0,184.5,186.5
2026/05/05,185.0,199.0,185.0,192.5
2026/05/06,196.5,198.0,192.0,194.0
2026/05/07,198.0,201.0,194.5,197.5
2026/05/08,197.5,200.0,195.0,195.0
2026/05/11,195.5,203.5,195.0,201.5
2026/05/12,209.0,217.0,207.0,214.5
2026/05/13,219.5,219.5,213.0,216.0
2026/05/14,215.5,216.0,211.5,213.0
2026/05/15,211.0,213.0,205.0,206.0
2026/05/18,204.5,207.0,204.0,204.5
2026/05/19,204.0,210.0,198.0,199.5
2026/05/20,199.5,204.0,194.5,200.5
2026/05/21,202.0,205.0,199.5,203.0
2026/05/22,204.5,208.5,201.5,207.5
2026/05/25,208.5,208.5,201.0,202.0
2026/05/26,201.5,205.5,200.5,203.0
2026/05/27,204.0,206.0,201.0,205.5
2026/05/28,206.0,207.5,203.0,204.5
2026/05/29,202.5,204.0,200.0,203.0
2026/06/01,203.0,212.5,203.0,210.5
2026/06/02,211.0,219.0,208.0,209.0
2026/06/03,210.0,214.5,207.5,212.5
2026/06/04,212.5,217.5,211.0,215.0
2026/06/05,215.0,215.0,208.0,211.5
2026/06/08,203.0,205.0,199.5,203.0
2026/06/09,203.0,209.0,203.0,208.5
2026/06/10,195.0,198.5,190.5,190.5
2026/06/11,191.0,193.0,189.0,190.5
2026/06/12,193.0,197.0,193.0,193.5
2026/06/15,195.0,195.0,192.5,195.0
